timestamp,channel,username,message
1738332000,#drg-stakeholders,sabitha.lingala,"[DRG-23] January report. Data foundations underway. The dataset licence question is resolved and the answer shapes our approach: everything will run on a calibrated synthetic dataset, so the system is demonstrable to anyone without a licence."
1740751200,#drg-stakeholders,sabitha.lingala,"[DRG-34] February report. Delivered: data foundations, the synthetic generator, run-all and CI. Next: consumption analysis. Headline numbers in the report are generated from the pipeline rather than retyped, so they cannot drift from what the code produced."
1743429600,#drg-stakeholders,sabitha.lingala,"[DRG-40] March report and Q1 close. Data foundations complete, consumption analysis underway. No forecast yet - deliberately. The quarter went on making the data trustworthy, and we found and fixed two defects that would have silently distorted every model built on it."
1746021600,#drg-stakeholders,sabitha.lingala,[DRG-36] April report. Consumption analysis complete. The headline finding is that weekly seasonality dominates - the same half-hour last week predicts demand better than the same half-hour yesterday. That shapes the whole modelling approach.
1751292000,#drg-stakeholders,sabitha.lingala,[DRG-52] June report. Baselines are in. The number to anchor on is 1.54 MAE for the operational status quo - what a control room effectively does today. Every model we build will be reported against it rather than in isolation.
1753970400,#drg-stakeholders,sabitha.lingala,"[DRG-59] July report. XGBoost achieves 0.70 MAE against the 1.54 baseline - less than half the error. Cross-validation over five time windows puts the range at 0.74 to 0.95 RMSE, so this is not a lucky split."
1759240800,#drg-stakeholders,sabitha.lingala,"[DRG-64] September report. Model ladder complete. We evaluated deep sequence models and are not adopting them - competitive but not better, and considerably more expensive to run. Recording that as a finding rather than a gap."
1764338400,#drg-stakeholders,sabitha.lingala,[DRG-68] November report. Stress detection is in. To be precise about what it claims: stress is a half-hour in the top 5% of a neighbourhood's own history. It is not a capacity breach - we have no transformer ratings and do not model the network.
1766160900,#drg-stakeholders,sabitha.lingala,"[DRG-76] Year-end report. Delivered in 2025: data foundations and the synthetic path, consumption analysis, the feature set, the full model ladder, and statistical stress detection. 2026: scenarios, sensitivity, explainability, dashboard and API, MLOps and Azure."
1769781600,#drg-stakeholders,sabitha.lingala,"[DRG-80] January report. First combined electrification results. A correction worth flagging: our initial figures overstated the combined peak because the model was adding EV and heat pump peaks as though they coincided. They do not, and the corrected result is materially lower."
1772200800,#drg-stakeholders,sabitha.lingala,"[DRG-81] February report and the headline result. At 80% EV and 70% heat pump adoption, peak demand rises 237% - not the 267% you would get by adding the technologies separately. The 29 point gap is diversity between the two loads, and it is a planning-relevant finding in its own right."
1777557600,#drg-stakeholders,sabitha.lingala,"[DRG-92] April report. Sensitivity analysis complete. The conclusions hold across plausible ranges of charging behaviour and heat pump efficiency. They depend heavily on the adoption rate itself - which DRG does not forecast, and we would rather say that plainly than imply otherwise."
1780063200,#drg-stakeholders,sabitha.lingala,"[DRG-94] May report. Explainability is in. The most useful operational point: the drivers of demand during stress periods are the same as at other times, only more so. Stressful half-hours are strongly recurrent, which is what makes them forecastable and therefore manageable."
1782828000,#drg-stakeholders,sabitha.lingala,"[DRG-101] June report. The API is live for integration, every response carrying the model version so any forecast can be traced back to the artefact that produced it. A QA analyst has joined the team."
1785506400,#drg-stakeholders,sabitha.lingala,"[DRG-107] July report. Model governance is now enforced: a retrained model must beat the incumbent on stress detection, not only on average error, before it can be promoted. It blocked its first candidate this month, which is the control working as intended."
1787916900,#drg-stakeholders,amit.shinde,"[DRG-115] Halfway through the stakeholder conversations. The theme is not doubt about the numbers - it is that different groups want different cuts. Planners want per-substation, sustainability wants carbon, the academic partner wants the method. One dashboard is currently trying to be all three."
1788184800,#drg-stakeholders,sabitha.lingala,[DRG-111] August report. Cloud infrastructure is deployed and training now runs there rather than on laptops. A business analyst has joined and is refreshing the requirements against what has actually been built.
1788964200,#drg-stakeholders,sabitha.lingala,"September report is out. Headlines: XGBoost at 0.70 MAE against an operational baseline of 1.54; peak amplification of +237% at the highest electrification scenario, which is 29 points below naive addition because the two loads do not peak together; and stress rising from 4.4% to 46.8% of half-hours with mean event duration going from 2.2 to 6.9 hours."
