timestamp,channel,username,message
1736335500,#drg-modelling,divya.maram,"DRG-22 design note: defining the canonical frame first and making both the LCL loader and the synthetic generator targets of it. If the real loader defines the shape and synthetic is retrofitted, synthetic is permanently second class and will be broken when we need it."
1736336400,#drg-modelling,geetha.nallamada,"[DRG-22] Right call. The moment the two diverge, every result becomes 'which loader produced this?'"
1737455700,#drg-modelling,divya.maram,"Calibration targets for DRG-24: mean and spread of household daily consumption, morning to evening peak ratio, weekday to weekend difference, winter to summer amplitude. All taken from the LCL aggregates rather than invented."
1737991200,#drg-modelling,geetha.nallamada,"[DRG-24] Checked the output against the LCL aggregates. Load shapes overlay well and the household spread is right. It will not fool anyone into thinking it is real, and it does not need to - it needs to exercise the same code and produce conclusions of the same shape."
1737976800,#drg-modelling,geetha.nallamada,[DRG-27] Something is wrong with the daily profiles - there is a step in them on exactly two days of the year.
1737977700,#drg-modelling,geetha.nallamada,"[DRG-27] Last Sunday in October and last Sunday in March. It is the BST change - duplicate timestamps in autumn, missing ones in spring. Every household, every year."
1738146300,#drg-modelling,divya.maram,[DRG-27] Confirmed. Moving to UTC for the index and deriving local hour for the calendar features. Keeping everything local means the index is not monotonic twice a year and every rolling window quietly misbehaves.
1738147200,#drg-modelling,geetha.nallamada,[DRG-27] Worth saying out loud that this is the single most common bug in UK half-hourly energy data. It will not be the last time it costs us an afternoon.
1738927500,#drg-modelling,divya.maram,"Keeping the contributing household count alongside the neighbourhood total in DRG-29. Without it, a neighbourhood whose meters drop out for a week looks like a neighbourhood whose demand fell, and those are indistinguishable in the aggregate."
1741085100,#drg-modelling,geetha.nallamada,"Household heterogeneity finding for DRG-33: the top decile of households uses roughly three times the median. That matters for the EV simulation - if adoption is sampled uniformly we will understate the peak, because early adopters are not a random draw."
1741170300,#drg-modelling,divya.maram,[DRG-37] Raising a bug against my own work. Neighbourhood totals look complete for periods where the loader reported missing household reads - the resample was forward-filling by default. Gaps became flat lines.
1741254300,#drg-modelling,geetha.nallamada,"[DRG-37] And a forward-filled evening peak is a fabricated peak that will feed the percentile defining stress. The useful thing here is that the 48-per-day assertion and the aggregate disagreed, and both could not be true."
1741255200,#drg-modelling,geetha.nallamada,[DRG-37] Keeping that as a habit: assert the same fact in two places and let them argue. It is how both of the data bugs so far were found.
1741605900,#drg-modelling,geetha.nallamada,"DRG-36 result, and it is the most useful thing this quarter has produced: autocorrelation at 336 half-hours - the same half-hour last week - is stronger than at 48, the same half-hour yesterday. The weekly cycle dominates."
1741967400,#drg-modelling,divya.maram,"[DRG-36] That predicts the whole feature set, and it predicts what SHAP will say eventually. If lag_336 does not come out on top in a year's time, one of the two analyses is wrong."
1744105500,#drg-modelling,geetha.nallamada,"[DRG-44] Writing the split contract down before the first model exists. Chronological, never shuffled, validation for early stopping, test untouched until final reporting. Random splits on a time series produce beautiful scores and worthless models, and the failure is invisible in the metrics."
1744370400,#drg-modelling,divya.maram,"[DRG-43] Dropping the first week rather than imputing lag_336. An imputed value in the strongest feature in the model, concentrated entirely at the start of the series, is not a trade worth making."
1745836500,#drg-modelling,geetha.nallamada,"[DRG-46] First Ridge run came back at 0.11 MAE on validation. That is roughly six times better than anything plausible for half-hourly demand, so something is wrong."
1745838600,#drg-modelling,divya.maram,"[DRG-46] Found it - the rolling mean window is centred rather than trailing, so the feature for 18:00 includes the 18:00 value. The model is being handed a smoothed version of its own target."
1745839800,#drg-modelling,geetha.nallamada,"[DRG-46] A result far better than the problem is hard is not a good result, it is a symptom. Worth building that reflex now, because we will see this again."
1746195600,#drg-modelling,divya.maram,"[DRG-46] Fixed, plus an assertion that no feature correlates with the target above a threshold only leakage explains. Ridge is now 0.83, which is a believable number."
1746025800,#drg-modelling,divya.maram,"[DRG-45] Left-closed rolling windows, asserted in a test. The default in most libraries includes the current observation and that is a leak that will not show up as an error."
1747046700,#drg-modelling,divya.maram,"Lagged temperature earns its place in DRG-48. Buildings have thermal mass, so yesterday evening's cold is still in the walls this morning. The un-lagged version underfits exactly the cold snaps we care about."
1747221900,#drg-modelling,geetha.nallamada,[DRG-49] The 'knowable at prediction time' note per feature is the useful artefact from the sanity pass. It turns an assumption everyone holds loosely into something a reviewer can check line by line.
1748946000,#drg-modelling,geetha.nallamada,"[DRG-52] Starting the naive baseline. This is the model to beat and it deserves the same care as the others - a weak baseline makes every later result look better than it is, which is a comfortable mistake and a corrosive one."
1749468300,#drg-modelling,divya.maram,"[DRG-53] The naive baseline docstring says 'same half-hour last week' and the code shifts 48, which is yesterday. Not a maths bug - a label bug, which is arguably worse because the number is right for a thing nobody agreed to."
1749548100,#drg-modelling,geetha.nallamada,"[DRG-53] Publishing both and naming them separately. Daily-naive is what a control room actually does, weekly-naive is the stronger statistical baseline, and nobody should have to guess which one a later comparison beat."
1750245600,#drg-modelling,geetha.nallamada,"One evaluation harness for DRG-55, and models only supply predictions. Every model computing its own metrics is how you get a comparison table where the numbers are not comparable."
1750760700,#drg-modelling,geetha.nallamada,"[DRG-58] Test scores are not degrading at all relative to validation, which is unusual for a chronological split. Looking into it."
1750762200,#drg-modelling,geetha.nallamada,"[DRG-58] The scaler is fitted on the full series, test window included. The lags themselves are fine - standardisation has seen the future. Second leakage bug in two months and a subtler one."
1750845300,#drg-modelling,divya.maram,"[DRG-58] Restructuring so the split happens before any fitted transform, and the transform is fitted inside the pipeline rather than beside it. That makes the mistake structurally hard rather than something we have to remember."
